load_unit_is_oneway,load_unit_is_special,load_unit_weight,load_unit_x_dim,load_unit_y_dim,load_unit_z_dim,packaging_is_oneway,packaging_is_special,packaging_load_capacity,packaging_raw_material_name,packaging_weight,packaging_x_dim,packaging_y_dim,packaging_z_dim,packagings_per_load_unit,product_generic_family_name,product_is_dangerous_good,product_is_esp,product_kogr_number,product_module_number,product_name,product_number,product_quality_index,product_supplier_number,product_weight,product_x_dim,product_y_dim,product_zdim,products_per_packaging
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.94,396,297,147,48,LAMBDA_PROBE,0,0,P1178_001,40,"ZB LSF XFOUR, L1=420, O.O., KTL, ""C"", GR",8603903,25.75911741,10213510,1331.506602,116.343018,128.875561,286.013348,60
0,0,80,1240,835,970,0,1,100,KUNSTSTOFF,0.16,920,785,50,1,ENGINE_COVER,0,0,P1114_003,40,ZB SCHALLABSORPTIONSHAUBE N63T2,8602047,44.01952755,18331210,13427.02348,584.724926,537.580444,132.1720598,60
0,0,132,1600,1200,990,0,0,500,STAHL,132,1600,1200,990,1,PANELING_TRUNK_SIDE,0,0,P5147_009,902,ZB LI SEITENVERKLEIDUNG GPR,7423243,26.91174444,14606310,21881.68746,939.42749,196.594665,660.656677,40
0,0,78,1240,835,500,0,0,1000,STAHL,78,1240,835,500,1,SECOND_FRONT_BULKHEAD,0,0,P5171_043,311,ZWEITE STIRNWAND UNTERTEIL MITTE DIESEL,7407873,22.14603265,74850610,27122.05937,69.742981,635.108246,367.38797,27
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.56,297,198,147,96,SCREW,0,0,P5171_029,45,SECHSKANTSCHRAUBE M10X45-10.9-ZNS3,9906927,0.319417373,17733310,709.531691,57.61578406,24.94611883,30.20459407,200
0,0,25,1200,800,144,0,1,10,EPP RG60,1.5,590,395,250,12,SYSTEM_LOCK_DOOR_FRONT,0,0,P5121_001,404,RE SYSTEMSCHLOSS G SCA BFT,7477702,69.58437396,18283811,15209.0203,182.4443803,143.7695288,234.7179397,10
0,1,420,2000,1200,1810,0,1,132,STAHL,420,2000,1200,1810,1,REINFORCEMENT_CLOSING_PLATE_TUNNEL,0,0,P4100_002,131,ZB VERSTAERKUNG TUNNEL GESAMT,7447887,252.9985966,,33404.61602,1831,341.586334,231.436111,44
0,1,650,3920,1200,1490,0,1,2000,STAHL,650,3920,1200,1490,1,EXHAUST_SYSTEM,0,0,P1830_001,40,LU ZB ABGASANLAGE F10/F11N57U0+O0 EU5,7823385,526.5927411,10218011,416378.9796,0,0,0,1
0,0,80,1240,835,970,0,1,10,KUNSTSTOFF,1,773,580,129,12,HINGE_SYSTEM_TRUNK_LID,0,0,P4100_011,603,ZB RE SCHARNIER HKL,7417254,53.27733686,52188410,37764.71746,627.075196,126.568542,278.579407,4
0,1,39,1200,1000,990,0,1,15,KUNSTSTOFF,1,560,470,265,12,FRONT_LIGHTING_COMBINATION,0,0,P6311_001,2520,ZB LI FLK HALOGEN US M.FRAZ WEISS,7433795,59.74269281,10019510,35135.95393,431.650665,264.345337,307.581146,2
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,3.42,594,396,280,12,SI_PILLARS,0,0,P5148_015,901,SI GURTKAPSEL,7456403,4.421942619,14498910,396.4326242,234.539429,124.914672,45.417434,36
0,0,25,1200,800,144,0,1,20,TEXTIL,4,795,595,210,8,TRIM_PANEL_D_PILLAR_OUTSIDE,0,0,P5113_004,403,LI BLENDE D-SAEULE,7328875,10.87272712,14142110,3883.678419,389.685058,154.260925,320.447937,18
0,1,230,1680,1220,2580,0,1,50,STAHL,230,1680,1220,2580,1,HEADLINER,0,0,P5144_001,520,ZB HIMMEL ND REPTIL AT,8070491,171.8706908,14838911,53412.28048,1973.188964,1440.052246,328.006103,1
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,3.42,594,396,280,12,ADAPTER_LINES_KBB,0,0,P6129_007,2730,ZB LTG EDH MASSE INDULAD G1X G3X,6841345,3.378799594,18560610,347.2328582,141.420746,97.520355,103.421231,350
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,3.42,594,396,280,12,HEAT_PROTECTION_PLATE_EXHAUST_TURBOCHARGER,0,0,P1165_001,40,WSB OELLEITUNG ATL S55B30,7848038,7.830249748,59347210,3501.8992,0,0,0,40
0,0,132,1220,835,995,0,1,10,EPP RG60,1.49,795,590,170,6,EMBLEM,0,0,P5114_001,204,FLUEGELEMBLEM HECKKLAPPE CHROM,7481902,6.478495169,17361510,173.6942535,24.873047,116.074345,49.771301,720
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.56,297,198,147,96,SHAPED_SECTION_SIDE_FRAME,0,0,P4100_027,151,LI FORMSTUECK A-SAEULE UNTEN INNEN,7439885,2.01142977,21814511,899.9639754,212.504944,87.934753,42.899994,57
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.56,297,198,147,80,NUT,0,0,P6632_001,40,KOMBI-SECHSKANTMUTTER MIT SCHEIBE,7155614,0.139939396,11709510,110.7338916,31.60109381,29.39425961,30.97907506,1
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,1.66,594,396,147,24,REAR_LIGHT_POT,0,0,P4100_004,150,RE HECKLEUCHTENTOPF TEIL 2,7375334,1.873779987,13847310,2883.048309,315.343506,199.266906,96.306214,53
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.56,297,198,147,80,NUT,0,0,P6577_001,46,SECHSKANTMUTTER MIT SPERRVERZAHNUNG,6982788,0.05072901,21727212,47.51237783,0,0,0,2
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,1.66,594,396,147,24,WHEEL_ARCH_FINISHER_FRONT,0,0,P5177_004,301,LI FLAP VORNE JAPAN,7473079,13.20239799,15067010,586.7629265,0,0,0,100
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,1.66,594,396,147,24,PROBE_ANTENNAS,0,1,P6520_003,2805,ANTENNENSONDEN AM FM1 FM2 DAB1 TV1 TV3 G,6835175,6.671264516,18899510,554.083006,249.847168,461.48453,159.980164,35
0,0,25,1200,800,144,0,1,10,EPP RG60,0.8,585,395,125,28,DOOR_EXTERIOR_HANDLE,0,0,P5122_002,404,RE TUERAUSSENGRIFF OVT JATOBA METAL,7443032,12.71329516,14476910,0,0,0,0,12
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.94,396,297,147,48,WSB_AUTOMATIC_TRANSMISSION,0,0,P2300_003,47,ABDECKBLECH N20,7629571,2.57414615,17304110,1293.48212,0,0,0,20
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.56,297,198,147,96,SCREW,0,0,P6520_006,40,SCHRAUBE VS-TS5X16-F-ZNS3,9907505,0.066087202,10993410,31.81450194,22.82234882,21.17830058,23.49208417,2
0,0,25,1200,800,144,0,1,10,EPP RG60,1,585,385,110,16,DECORATIVE_TRIM_PANEL_CENTER_CONSOLE,0,0,P5116_022,720,ZB DEKORBL. HIGH HINTEN PAPPEL MAS. HELL,9340310,30.09300691,16257110,694.9192173,38.0094,171.817626,24.525756,24
0,0,80,1240,835,970,0,1,100,KUNSTSTOFF,0.16,920,785,50,60,ENGINE_COVER,0,0,P1114_003,40,ZB SCHALLABSORPTIONSHAUBE N63T2 MPA,8679177,69.95674606,18331210,14459.02797,584.8199857,537.580444,134.5214565,1
0,0,80,1240,835,970,0,0,1000,STAHL,80,1240,835,970,1,TENSION_STRUT_SECOND_FRONT_BULKHEAD,0,0,P5171_043,311,ZB ZUGSTREBE 2,7351482,11.18712562,15677210,10704.13428,122.255577,428.564056,251.398407,72
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.94,396,297,147,48,TRIM_PANEL_SEAT_ROW_3,0,0,P5230_001,820,EINLEGEMATTE MIKO VORNE A.F.,7373745,0.662532499,24656510,361.4881309,0,0,0,90
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,4,794,596,213,8,SEALING_SYSTEM_TRUNK_LID,0,0,P5176_003,603,RE FUGENDICHTUNG HECKSCHEIBE,7418958,5.253631905,14424610,474.4268314,693.599609,17.310242,224.031494,300
1,0,18,1220,820,135,1,0,1000,SONSTIGES,0.1,600,400,220,1,PLUG,0,0,P2800_002,4702,KAPPE F. GETR. ENTLUEFTUNG M. ABSTANDH.,7507652,0.274696989,10637014,31.77639538,19.54564449,17.00000324,16.89791692,2
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,1.4,396,297,280,24,BRACKET_SENSOR,0,0,P1362_001,40,ZB HALTER STECKER LAMBDASONDE LSU5.1,8570829,4.701896386,23310110,3156.034272,130.1660752,287.7414184,92.12826406,30
0,1,216,1220,820,1450,0,1,500,STAHL,216,1220,820,1450,1,COOLING_MODULE,0,0,P1711_001,40,LU KUEHLM LK M BT34M 850W RACETRACK N55,7628053,522.9295005,15272311,225887.6563,221.592102,756.5,538.727021,1
0,0,0.56,297,198,147,0,0,20,KUNSTSTOFF,0.56,297,198,147,1,SCREW,0,0,P6520_006,2605,ISA-SCHRAUBE M4X12-U1-8.8-ZNNIV SI,9905168,0.24784547,11718310,31.59017752,0,0,0,6
0,0,132,1600,1200,990,0,0,500,STAHL,132,1600,1200,990,1,PANELING_TRUNK_SIDE,0,0,P5147_009,902,LI VERKLEIDUNG GPR HIGH ABL.PAK,7331485,40.70575262,14606310,23841.29986,0,0,0,8
0,0,25,1200,800,144,0,1,10,EPP RG60,0.8,585,395,125,28,DOOR_EXTERIOR_HANDLE,0,0,P5122_002,404,LI TUERAUSSENGRIFF MINERALWEISS METALL,7442987,10.62557757,14476910,369.7507521,253.2821483,0,0,12
0,0,80,1240,835,970,0,0,1000,STAHL,80,1240,835,970,1,FILLER_PIPE_ADDITIVE,0,0,P1619_002,3311,ZB BEFUELLSYSTEM SCR 2B KPL.,7393506,77.61958927,11564310,14864.97495,12000,4400,5000,36
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.56,297,198,147,96,TRIM_PANEL_REAR_CONSOLE,0,0,P5116_012,720,ABDECKKAPPE SCHRAUBPUNKT RL,6826012,2.79493755,17222010,47.32410136,9.625244,30.892147,32.428009,50
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,4,794,596,213,8,SUN_VISOR,0,0,P5116_003,520,ZB LI SONNENBLENDE BASIS SW,7392707,14.14010628,19527310,5133.478383,188.164063,372.027832,69.839539,22
0,0,25,1200,800,144,1,0,1000,SONSTIGES,0.1,508,393,355,12,SWITCH_SEAT_FUNCTION,0,1,P6131_022,2601,MD SVS MEMORY+LORDOSE LI,9382447,30.45004302,62794614,3018.734208,227.0144311,54.87854373,132.8267797,42
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,1.66,594,396,147,24,BRACE_DOME_FRONT_END,0,0,P5161_004,112,ZB RE DOM-FRONTEND-STREBE Y0,7215024,15.84110464,59251510,12300.63477,416.8005423,431.2597306,76.6502684,13
0,1,450,1200,1200,1510,0,1,125,STAHL,450,1200,1200,1510,1,C-PILLAR,0,0,P4100_019,151,ZB RE C-D-SAEULE INNEN,7437694,52.41038986,22369410,97593.33535,1337.79541,304.539489,693.507659,14
0,0,80,1240,835,970,0,0,1000,STAHL,80,1240,835,970,1,CATALYTIC_CONVERTER_EXHAUST_SYSTEM,0,0,P1830_001,40,ZB VORKATALYSATOR KPL.(E84N47 EU3 MT/16),7823354,563.4194143,10432421,62653.39008,0,0,0,30
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,3.42,594,396,280,12,SHAPED_SECTION_SIDE_FRAME,0,0,P4100_027,151,RE FORMSTUECK RADHAUS,7470836,5.088527796,21814511,1982.295898,134.758056,213.790466,316.985168,18
0,0,80,1240,835,970,0,0,1000,STAHL,80,1240,835,970,1,ENGINE_COVER,0,0,P1114_005,40,AKUSTIKABDECKUNG OELWANNE B3XC TUE1,8580083,11.3003286,54703011,2172.592473,385.020889,284.453369,157.162327,140
0,0,25,1200,800,144,0,1,20,EPP RG60,0.5,595,395,92,36,START_SWITCH,0,1,P6131_020,2601,START-STOP-TASTER PEHV RL,9311604,9.590310287,14042610,535.7414998,92.20164407,91.7838638,71.01946175,49
0,1,565,2500,1200,2000,0,1,435,STAHL,565,2500,1200,2000,1,DOOR_INNER_PANEL_FRONT,0,0,P4100_008,401,RE TUERINNENBLECH TV,7350030,28.47420471,,96042.8505,1170.010833,297.450073,1188.462486,100
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.94,396,297,147,48,REINFORCEMENT_DOOR_BODY_REAR,0,0,P4100_009,401,RE VERST. SCHARNIER UNTEN T.H.,7354466,2.079100286,14717210,3820.881217,174.850952,131.398316,60.571472,45
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.56,297,198,147,80,SCREW,0,0,P6455_002,40,SECHSKANTSCHRAUBE M8X40-U1-8.8-ZNNIV SI,9904514,0.198508867,21727210,317.0141771,16.34324203,45.56163564,15.92432083,550
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,4,794,596,213,8,SEAL_SIDE_FRAME,0,0,P5148_031,903,LI  ABDICHTUNG SEITENRAHMEN,7330655,3.253696412,14389712,2143.490777,168.807739,141.926758,741.744934,30
0,1,93,1240,840,675,0,1,2000,STAHL,93,1240,840,675,1,REINFORCEMENT_A_PILLAR,0,0,P4100_027,151,LI VERSTAERKUNG A-SAEULE UNTEN,7392719,10.36025361,,28368.7857,430.88916,121.185608,315.362557,125
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.56,297,198,147,96,BRACKET,0,0,P6113_001,2414,HALTER EMARS,9353658,4.489887578,13930510,1547.630215,103.7620985,84.24311683,111.5594677,25
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.94,396,297,147,48,BRACKET_GRAB_HANDLES,0,0,P5116_005,520,LI HALTER HALTEGRIFF HINTEN,7426409,2.215281697,19454010,2108.373551,283.682129,81.297882,66.073486,50
0,0,25,1200,800,144,0,0,50,KUNSTSTOFF,4.4,600,400,280,12,BRACKET_COOLING_SYSTEM,0,0,P1712_001,40,ZB HALTER EWAPU UND ZWP,2284293,247.7616066,17669710,22355.83619,0,0,0,5
0,1,220,1200,1000,995,0,1,400,STAHL,220,1200,1000,995,1,DOOR_SEAL,0,0,P5176_007,403,RE LADUNGSTRAEGER TUERDICHTUNG ENDLOS,7425194,3.007442316,19839210,1602.997166,1131.862427,292.597595,1038.648391,1
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.56,297,198,147,64,SCREW,0,0,P1153_001,40,"EJOT FDS ASA-SCHRAUBE M5X21,8",7581867,0.331024441,60345010,142.3385812,0,0,0,1
0,0,79,1240,835,999,0,1,50,TIEFZIEHFOLIE ABS,9,800,600,158,12,SHOCK_ABSORBER,0,0,P3710_001,35,ZB LI FB-STOSSD VA VDC0  V3,6881599,110.9735088,10845017,52678.14661,183.7939645,133.529968,525.7793096,5
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,3.42,594,396,280,12,LINES_ADDITIVE,0,0,P1619_003,3311,ZB DOSIERLEITUNG B57,7451324,56.30119172,21419010,3173.953231,2994.935608,514.430313,323.265396,10
0,0,78,1240,835,500,0,0,1000,STAHL,78,1240,835,500,1,SPRING_SUPPORT_TRUNK_LID,0,1,P5124_015,604,LI FEDERSTUETZE HKL M. TILGER,7481803,51.99696119,14619010,13383.22436,348.741699,61.664185,284.232483,396
0,1,300,2000,1200,1510,0,1,500,STAHL,300,2000,1200,1510,1,CLOSING_PLATE_DOOR_FRONT,0,0,P4100_008,401,RE SCHLIESSBLECH TV,7294132,10.94256208,,21794.16129,1150.774353,246.250366,633.703063,210
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.56,297,198,147,96,BRACKET_COOLING_SYSTEM,0,0,P1151_003,40,ZB HALTER KONSOLE EWP BFLOW C20 BX8AU1,8670866,1.826508286,13930510,792.2142313,90.650096,35.063416,65.028443,65
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,3.42,594,396,280,12,STARTING_AID_TERMINAL,0,0,P6114_001,2419,B+ VERTEILER FSSP HIGH 600KW,9339827,47.28248918,58650910,8193.788663,199.2932579,319.3642657,130.7533898,16
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,3.42,594,396,280,12,AIR_DUCTS_REAR_AC_TOP,0,0,P6422_009,520,RE LUFTKANAL C-SAEULE MITTE,7355368,6.168032271,11460914,1102.370849,240.022217,88.11493,157.625732,30
0,0,25,1200,800,144,0,1,20,EPP RG60,0.43,595,395,88,40,CONTROL_PANEL_LIGHT,0,1,P6131_005,2601,BEL FLC NSL,6847520,22.34361839,18347910,1668.829497,89.2887866,151.036168,77.86080306,24
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.56,297,198,147,96,NAMEPLATE,0,0,P5114_003,204,SCHRIFTZUG SEITL LINE LUXURY,7294500,3.832164514,74413910,62.91974326,0,0,0,170
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,1.66,594,396,147,24,COVER_SEALING_FRAME_FRONT_BULKHEAD,0,0,P6431_001,2002,ABDECKUNG DECKEL DICHTRAHMEN ZWT LL,9366932,2.164930034,11252010,826.5775881,102.997467,235.490662,73.53421,45
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.94,396,297,147,48,AMPLIFIER_ANTENNAS,0,1,P6520_001,2805,VERSTAERKER AM FM1 FM2 G15,6835179,11.79171368,18899510,744.2964578,51.11761119,113.0755814,34.25058763,84
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.56,297,198,147,96,SCREW,0,0,P6515_001,40,ZYLINDERSCHRAUBE M5X12-U1-8.8-ZNFE SI,9902815,0.92204843,15403311,63.41135897,0,0,0,3
0,0,38,1235,835,967,0,0,300,KUNSTSTOFF,38,1235,835,967,1,SI_PARTITION_WALL_INTERIOR,0,0,P5148_007,901,SI TRENNWAND GEPAECKRAUM UNTEN,7343477,19.62645512,14877810,28475.06409,429.60498,889.799255,678.34734,46
0,0,25,1200,800,144,0,1,10,EPP RG60,1.5,595,395,174,20,MIRROR_CAP,0,0,P5116_002,402,LI SPIEGELKAPPE LL CHROM,7376271,27.11643844,21089210,3413.636349,172.2201035,199.8115625,164.0876236,4
0,0,80,1240,835,970,0,0,1000,STAHL,80,1240,835,970,1,UNDERBODY_PANELING_REAR,0,0,P5175_004,303,ZB RE UBV HINTEN DIESEL,7374768,7.552951318,74850610,9426.437335,543.072021,479.326324,222.626015,60
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.94,396,297,147,48,BRACKET_EXHAUST_SYSTEM,0,0,P1820_001,40,LU GABELHALTER,7795749,13.43240316,10432410,5841.83755,0,0,0,16
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,1.66,594,396,147,24,HIGH_VOLTAGE_LINE,0,0,P1243_001,2750,ZB HV-LTGSS EKMV F30 HYBRID GEN2,7634087,111.971749,18358310,6435.374142,817.22815,423.894333,453.742859,6
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.94,396,297,147,48,BRACKET,0,0,P1252_001,40,ZB HALTER GETRIEBE N57S1,8516506,15.05433494,53936310,2934.265151,0,0,0,20
1,0,18,1220,820,135,1,0,1000,SONSTIGES,0.1,1,1,1,1,ALTERNATOR,0,0,P1231_001,40,LU GENERATOR DENSO SC4 BXX L-RT 6PK LIN,8626086,180.2160379,26714517,119159.0612,199.590004,236.4466757,232.764757,60
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,4,794,596,213,8,BRACKET_DC_DC_CONVERTER,0,0,P6142_001,2196,HALTER PCU G30 G38,9348202,6.7612858,10300710,4625.551941,347.5505128,110.2504005,208.8460833,15
0,0,80,1240,835,970,0,0,1000,STAHL,80,1240,835,970,1,POWER_WINDOW_DOOR_FRONT,0,0,P5133_001,405,ZB LI FENSTERHEBER T.V.,7296441,44.99088014,19371910,25126.40978,830.636169,126.868591,551.369934,60
0,0,80,1240,835,970,0,0,1000,STAHL,80,1240,835,970,1,ENGINE_COMPARTMENT_SHIELDING,0,0,P5175_001,303,AUFNAHME CPM RWD,7409405,38.17865336,51164310,52818.2179,512.69631,920,49.898972,20
0,1,450,2400,1200,1010,0,1,950,STAHL,450,2400,1200,1010,1,REINFORCEMENT_SILL,0,0,P4100_027,151,RE SCHWELLERVERSTAERKUNG,7392796,58.14111423,16982610,106203.0664,2137.140991,101.51947,169.334658,100
0,0,25,1200,800,144,0,1,2,EPP RG60,6,800,600,155,10,DECORATIVE_TRIM_PANEL_CENTER_CONSOLE,0,0,P5116_022,720,RE AKZENTBLENDE MIKO PURE BURGUNDY,9352190,24.59241416,14098011,6400.147623,0,0,0,8
0,0,85,1240,835,990,0,0,700,STAHL,85,1240,835,990,1,TRIM_PANEL_B_PILLAR_BOTTOM,0,0,P5143_009,520,RE BLENDE B-SAEULE UNTEN CANBERRABEIGE,7438354,11.81822805,21450510,13878.00995,602.542969,101.017578,779.679687,14
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,3.42,594,396,280,12,HOSE_HOLDER,0,0,P6450_002,2003,STERNGUMMI ABSTANDSHALTER FUER LTG 22MM,7553536,2.696820471,14463411,141.9940538,0,0,0,1
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.94,396,297,147,48,BRACKET_EXHAUST_TURBOCHARGER,0,0,P1165_001,40,HALTER EINSTROEMKANAL B38 UND B48,8604704,1.079461164,11089112,1275.577826,56.735001,76.35541033,85.13535654,100
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.94,396,297,147,48,CAP,0,0,P2414_001,46,VERSCHLUSSKAPPE N54 6HP21,7567139,1.806324316,15547210,331.2768355,67.3544074,51.16020891,46.66740535,150
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,1.66,594,396,147,24,WATER_GUTTER,0,0,P4100_004,150,ZB LI WASSERRINNE SEITENWAND HINTEN,7392747,4.076402466,10194410,6238.467882,220.619873,124.469116,195.196717,30
0,0,125,1230,830,970,0,0,1000,STAHL,125,1230,830,970,1,SEAT_CROSS_BEAM_FRONT,0,0,P4100_002,131,ZB RE BASIS SITZQUERTRAEGER VORN KPL.,7317736,12.73278784,13811810,28012.19644,157.327942,567.632576,97.526278,176
0,1,380,2400,1200,1910,0,1,500,STAHL,380,2400,1200,1910,1,SIDE_PANEL_FRONT,0,0,P4100_007,206,LI SEITENWAND VORN,7424775,16.25102945,A160,39935.59848,1074.127564,218.050782,819.701119,24
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,3.42,594,396,280,12,COOLANT_LINE,0,0,P1712_001,40,ZB KM-SCHLAUCH HRL-KMP     G1XG3XB47DTUE,8592807,12.86626671,14837810,2778.127742,307.663948,221.243255,71.836547,40
0,0,132,1600,1200,990,0,0,500,STAHL,132,1600,1200,990,1,PANELING_TRUNK_SIDE,0,0,P5147_009,902,SEITENVERKLEIDUNG LI GPR AP,7478507,35.21037583,14606310,23748.25861,1038.772705,247.651916,522.369446,40
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,3.42,594,396,280,12,TRIM_PANEL_FLOOR_PANEL,0,0,P5146_001,520,BLINDBLENDE TOPTETHER A.F.,7291957,0.9852331,11252010,505.8088716,0,0,0,165
0,1,90,1240,835,585,0,1,1000,STAHL,90,1240,835,585,1,ANTI_DRONE_COATINGS,0,0,P5191_009,160,LU RADHAUS HINTEN,7463170,2.141799248,19076610,4906.101781,315.991943,1445.551636,384.185974,480
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,3.42,594,396,280,12,GAITER_MECHANICAL_TRANSMISSION,0,0,P2511_001,47,ROLLBALG F12,7603508,20.4696395,11986710,2705.923873,0,0,0,40
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.56,297,198,147,96,SCREW,0,0,P8410_003,2520,ISA-SCHRAUBE M5X12-U1-8.8-ZNNIV SI,9905835,0.307132824,11718310,63.55643766,17,9.997216,9.997216,2
1,0,31.3,710,760,830,1,0,500,PAPPE DREIWELLIG,31.3,710,760,830,1,SIDE_WINDOW_DOOR_REAR,0,0,P5135_001,405,RE SEITENSCHEIBE TUER HINTEN,7349498,8.582989548,21218510,38122.53184,577.809448,177.189087,576.472351,145
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,0.94,396,297,147,48,NUT,0,0,P5175_001,3040,DS SPREIZMUTTER,6856399,0.0814146,18939110,47.45671213,36.49024686,36.49024686,19.9,1
0,0,25,1200,800,144,0,0,20,KUNSTSTOFF,4,794,596,213,8,RETAINING_STRIP_SILL_TRIM,0,0,P5177_001,305,LI HALTELEISTE 3,7387345,3.090925559,11368514,6226.774305,695.057251,56.314332,108.917696,20
